Date,Time,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Anomaly_Scores,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,User_Information,Device_Information,Network_Segment,Geo_location_Data,Log_Source
2021-09-24,21:49:08,2021-09-24 21:49:08,83.245.92.74,130.69.230.156,11370,65181,ICMP,840,Data,HTTP,99.94,Malware,Known Pattern A,Ignored,Low,Advika Andra,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/54.0.852.0 Mobile/61Q416 Safari/536.1",Segment C,"Jodhpur, Goa",Server
2022-04-11,01:14:19,2022-04-11 01:14:19,112.36.68.33,116.138.141.130,37737,48158,ICMP,817,Control,HTTP,16.52,Malware,Known Pattern A,Ignored,High,Aarush Khalsa,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ks-IN) AppleWebKit/531.18.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.18.5",Segment B,"Jalgaon, Assam",Server
2020-10-04,08:54:23,2020-10-04 08:54:23,167.31.25.47,110.18.90.153,15378,17998,UDP,597,Data,FTP,56.12,Intrusion,Known Pattern A,Ignored,Medium,Ayesha Krishnamurthy,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),Segment C,"Bikaner, West Bengal",Firewall
2023-06-21,15:57:29,2023-06-21 15:57:29,221.55.169.219,114.95.119.90,7974,47352,UDP,1284,Control,DNS,13.22,DDoS,Known Pattern B,Logged,Medium,Arnav Chandra,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.0),Segment A,"Khandwa, Nagaland",Firewall
2021-09-26,14:11:49,2021-09-26 14:11:49,50.217.57.251,118.127.152.152,48964,35381,ICMP,1489,Data,DNS,93.38,DDoS,Known Pattern A,Ignored,Low,Badal Setty,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9386-12-30 17:40:55 Firefox/3.8,Segment B,"Kamarhati, Kerala",Server
2020-01-25,14:45:02,2020-01-25 14:45:02,59.58.169.176,133.37.76.214,34133,63037,TCP,189,Control,DNS,79.35,DDoS,Known Pattern B,Logged,High,Hansh Comar,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/25.0.842.0 Safari/532.0",Segment B,"Jorhat, Bihar",Firewall
2022-11-17,09:57:52,2022-11-17 09:57:52,168.164.234.240,100.165.89.251,6242,51899,TCP,594,Data,HTTP,6.17,Malware,Known Pattern A,Ignored,Low,Saira Sanghvi,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),Segment B,"Bhilai, Bihar",Server
2020-12-09,07:09:54,2020-12-09 07:09:54,159.93.113.13,58.99.36.192,3962,46440,TCP,916,Control,DNS,95.8,Malware,Known Pattern A,Logged,Low,Dhanush Chana,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.18.3 (KHTML, like Gecko) Version/5.0.2 Safari/535.18.3",Segment A,"Raebareli, Odisha",Firewall
2023-06-08,01:49:44,2023-06-08 01:49:44,66.162.18.31,154.93.33.40,27855,49870,TCP,805,Data,FTP,76.6,Intrusion,Known Pattern B,Logged,High,Umang Bhat,Opera/8.16.(X11; Linux i686; nl-BE) Presto/2.9.188 Version/12.00,Segment C,"Kolkata, Tripura",Server
2023-08-31,05:49:10,2023-08-31 05:49:10,160.141.31.197,19.12.111.227,15382,18812,UDP,1229,Control,DNS,24.26,Intrusion,Known Pattern A,Logged,Medium,Dharmajan Mani,Opera/9.87.(X11; Linux i686; fa-IR) Presto/2.9.188 Version/11.00,Segment A,"Belgaum, Odisha",Firewall
2021-11-17,20:33:49,2021-11-17 20:33:49,97.168.81.58,88.153.228.121,40614,34491,ICMP,524,Data,HTTP,10.66,Malware,Known Pattern A,Blocked,Low,Stuvan Comar,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment A,"Srinagar, Manipur",Server
2020-09-04,13:01:18,2020-09-04 13:01:18,84.51.219.248,119.196.44.249,63368,40590,UDP,1225,Data,HTTP,35.06,Intrusion,Known Pattern B,Logged,Medium,Kimaya Jha,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.33.4 (KHTML, like Gecko) Version/5.1 Safari/532.33.4",Segment B,"Haridwar, Kerala",Firewall
2020-10-27,07:00:57,2020-10-27 07:00:57,20.227.217.247,84.68.222.243,10116,21594,UDP,1414,Control,HTTP,46.76,Malware,Known Pattern A,Ignored,High,Madhup Cheema,Opera/9.83.(X11; Linux x86_64; ts-ZA) Presto/2.9.161 Version/11.00,Segment B,"Kharagpur, Uttarakhand",Firewall
2023-02-03,04:39:04,2023-02-03 04:39:04,4.25.224.9,156.124.184.11,20026,50854,TCP,906,Control,FTP,42.11,DDoS,Known Pattern A,Logged,High,Vritika Cheema,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/56.0.860.0 Safari/536.2",Segment B,"Ramagundam, Assam",Server
2020-01-14,03:05:12,2020-01-14 03:05:12,60.248.184.224,181.81.56.191,37999,49931,ICMP,175,Data,HTTP,65.32,Intrusion,Known Pattern A,Logged,Medium,Kismat Ramachandran,Opera/9.40.(X11; Linux i686; so-ET) Presto/2.9.172 Version/10.00,Segment B,"Visakhapatnam, Andhra Pradesh",Server
2023-08-30,03:26:51,2023-08-30 03:26:51,54.40.92.255,94.140.98.217,52865,55715,UDP,1053,Data,DNS,47.96,DDoS,Known Pattern A,Logged,High,Jivika Anne,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/41.0.838.0 Safari/536.2",Segment C,"Tiruchirappalli, Kerala",Firewall
2023-07-12,13:56:39,2023-07-12 13:56:39,133.122.158.164,203.221.253.14,1307,44976,UDP,724,Control,HTTP,14.07,Malware,Known Pattern B,Ignored,Medium,Zaina Jayaraman,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.6.3 (KHTML, like Gecko) Version/4.0.2 Safari/533.6.3",Segment C,"Malegaon, Assam",Firewall
2020-07-23,18:15:44,2020-07-23 18:15:44,29.101.203.58,207.215.62.168,7079,45023,UDP,1330,Control,DNS,0.5,DDoS,Known Pattern B,Ignored,Medium,Jayesh Varughese,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),Segment A,"Karimnagar, Jharkhand",Server
2020-05-15,10:13:45,2020-05-15 10:13:45,119.204.68.151,24.219.150.19,36213,25889,UDP,1415,Control,DNS,7.61,Intrusion,Known Pattern A,Ignored,Medium,Shanaya Bajwa,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/56.0.860.0 Safari/532.2",Segment B,"Yamunanagar, Meghalaya",Firewall
2020-12-18,11:17:03,2020-12-18 11:17:03,158.133.29.100,29.32.43.57,37264,23697,UDP,1082,Control,FTP,23.01,Malware,Known Pattern A,Blocked,Medium,Riaan Gara,Opera/8.49.(Windows 98; Win 9x 4.90; gd-GB) Presto/2.9.173 Version/11.00,Segment C,"Purnia, Tamil Nadu",Firewall
2021-05-13,23:11:10,2021-05-13 23:11:10,16.48.64.215,33.24.100.52,43583,3409,UDP,133,Data,FTP,88.66,Malware,Known Pattern B,Logged,High,Darshit Sharaf,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),Segment C,"Bharatpur, Tamil Nadu",Firewall
2021-06-09,01:06:42,2021-06-09 01:06:42,147.10.160.183,195.0.189.52,56321,23365,ICMP,430,Control,DNS,81.58,Intrusion,Known Pattern A,Blocked,Medium,Bhavin Rege,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; byn-ER) AppleWebKit/531.30.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.30.4",Segment A,"Nadiad, Goa",Firewall
2022-03-14,13:56:17,2022-03-14 13:56:17,139.195.106.208,70.240.44.25,22337,13392,TCP,637,Control,HTTP,32.66,Malware,Known Pattern A,Blocked,Medium,Yasmin Jhaveri,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2 rv:6.0; ss-ZA) AppleWebKit/531.12.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.12.7",Segment C,"Uluberia, Mizoram",Firewall
2022-09-19,07:16:19,2022-09-19 07:16:19,111.123.203.129,163.254.91.248,43263,1588,ICMP,355,Data,DNS,36.16,Malware,Known Pattern B,Ignored,High,Gokul Comar,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ky-KG) AppleWebKit/532.24.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.24.6",Segment C,"Raichur, Arunachal Pradesh",Firewall
2023-07-23,18:27:15,2023-07-23 18:27:15,109.127.168.99,115.227.129.149,35706,27819,UDP,1054,Data,FTP,38.57,DDoS,Known Pattern B,Ignored,Medium,Samiha Rajagopal,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.4.20) Gecko/5410-01-17 02:16:53 Firefox/3.6.6,Segment A,"Aizawl, Kerala",Server
2023-06-01,14:54:54,2023-06-01 14:54:54,209.195.213.30,142.192.187.240,64033,42055,ICMP,912,Control,FTP,12.16,Malware,Known Pattern B,Blocked,Medium,Ira Ravel,Mozilla/5.0 (Android 10; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,Segment C,"Bellary, Karnataka",Firewall
2022-06-14,17:22:37,2022-06-14 17:22:37,134.249.187.203,212.37.183.229,62711,28576,ICMP,1188,Control,DNS,89.13,Malware,Known Pattern A,Ignored,Medium,Aradhya Master,Mozilla/5.0 (Windows CE; mt-MT; rv:1.9.0.20) Gecko/7127-09-10 21:58:33 Firefox/12.0,Segment A,"Mangalore, Tamil Nadu",Firewall
2023-02-04,20:22:08,2023-02-04 20:22:08,11.182.249.64,87.109.57.130,50570,55844,UDP,443,Data,FTP,9.98,Intrusion,Known Pattern A,Ignored,Low,Jhanvi Swaminathan,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7; rv:1.9.3.20) Gecko/8402-03-22 05:08:43 Firefox/3.8,Segment B,"Anantapur, Karnataka",Server
2020-06-26,10:37:37,2020-06-26 10:37:37,108.132.233.194,190.164.12.126,25109,55573,UDP,528,Data,HTTP,50.65,DDoS,Known Pattern A,Ignored,Low,Samiha Deshpande,Opera/9.52.(X11; Linux x86_64; crh-UA) Presto/2.9.184 Version/12.00,Segment B,"Mathura, Odisha",Server
2022-05-27,17:10:42,2022-05-27 17:10:42,59.49.255.25,212.195.100.94,21293,46285,ICMP,1055,Data,DNS,50.09,Malware,Known Pattern A,Logged,High,Hridaan Sankaran,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/15.0.837.0 Safari/532.1",Segment B,"Mahbubnagar, Arunachal Pradesh",Firewall
2023-10-05,06:39:16,2023-10-05 06:39:16,112.177.246.33,134.44.216.201,46666,50428,TCP,1355,Data,DNS,12.54,Intrusion,Known Pattern B,Logged,High,Farhan Bail,Opera/9.87.(X11; Linux x86_64; kl-GL) Presto/2.9.165 Version/10.00,Segment A,"Solapur, Haryana",Server
2022-12-07,05:16:56,2022-12-07 05:16:56,63.180.185.23,183.28.221.45,64622,5623,TCP,421,Data,HTTP,4.2,DDoS,Known Pattern A,Ignored,Medium,Saanvi Sawhney,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),Segment B,"Davanagere, Uttar Pradesh",Firewall
2022-04-23,21:37:22,2022-04-23 21:37:22,57.62.199.250,61.33.172.213,21571,20765,UDP,1065,Data,DNS,33.95,DDoS,Known Pattern A,Blocked,High,Anahi Ramanathan,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/34.0.899.0 Safari/533.0",Segment B,"Tiruchirappalli, Chhattisgarh",Server
2022-06-05,15:31:24,2022-06-05 15:31:24,11.129.124.99,176.154.210.68,23989,39873,TCP,1407,Data,DNS,41.58,Malware,Known Pattern B,Logged,Low,Tanya Khanna,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0),Segment A,"Buxar, Arunachal Pradesh",Firewall
2021-01-14,07:40:22,2021-01-14 07:40:22,16.102.25.34,2.17.151.133,18029,61577,TCP,1418,Control,DNS,34.61,Malware,Known Pattern A,Ignored,Low,Tara Sidhu,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; id-ID) AppleWebKit/534.27.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.27.6",Segment C,"Kalyan-Dombivli, Odisha",Firewall
2023-02-05,21:50:17,2023-02-05 21:50:17,130.225.105.188,139.70.233.24,52568,32358,ICMP,269,Control,FTP,77.73,DDoS,Known Pattern B,Ignored,Low,Vidur Sood,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/18.0.860.0 Safari/533.2",Segment B,"Kolkata, Himachal Pradesh",Firewall
2022-05-08,19:34:36,2022-05-08 19:34:36,198.168.84.11,34.57.147.165,37972,26342,ICMP,1450,Data,HTTP,3.02,Intrusion,Known Pattern B,Logged,Medium,Ela Salvi,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.30.5 (KHTML, like Gecko) Version/4.1 Safari/532.30.5",Segment A,"Solapur, Jharkhand",Firewall
2020-09-07,14:08:22,2020-09-07 14:08:22,21.89.211.195,191.234.199.227,20481,9489,ICMP,1363,Data,HTTP,69.66,Malware,Known Pattern B,Logged,Medium,Farhan Ganesh,Mozilla/5.0 (Windows NT 6.2; sid-ET; rv:1.9.0.20) Gecko/6099-11-12 23:56:12 Firefox/3.6.20,Segment A,"Morena, Gujarat",Firewall
2021-07-14,17:20:42,2021-07-14 17:20:42,106.6.125.93,196.128.152.178,21598,16992,ICMP,596,Data,HTTP,36.42,Malware,Known Pattern A,Blocked,Medium,Aarav Badal,Opera/8.36.(X11; Linux x86_64; lv-LV) Presto/2.9.164 Version/10.00,Segment C,"Berhampur, Assam",Firewall
2021-06-28,03:59:26,2021-06-28 03:59:26,64.81.145.43,91.150.111.172,49694,58254,TCP,1179,Data,HTTP,26.58,Intrusion,Known Pattern A,Blocked,Low,Adira Chowdhury,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/46.0.859.0 Safari/533.1",Segment A,"Phusro, Uttar Pradesh",Firewall
2020-12-13,18:09:19,2020-12-13 18:09:19,97.80.222.199,162.55.32.225,29919,4921,ICMP,1472,Control,HTTP,89.6,Malware,Known Pattern A,Ignored,High,Jayant Loyal,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/19.0.851.0 Mobile/55M686 Safari/533.1",Segment B,"Gangtok, Mizoram",Server
2020-11-14,15:44:01,2020-11-14 15:44:01,141.56.186.119,147.130.255.125,29190,43899,TCP,882,Control,DNS,85.27,Malware,Known Pattern B,Blocked,Low,Hiran Choudhury,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Kirari Suleman Nagar, Tripura",Firewall
2021-11-15,12:52:18,2021-11-15 12:52:18,130.30.112.116,223.61.107.6,18297,51844,ICMP,320,Control,FTP,41.36,Intrusion,Known Pattern A,Blocked,Medium,Riya Anand,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/10.4p9836.0 Mobile/84C275 Safari/531.2",Segment C,"Vasai-Virar, Uttar Pradesh",Server
2023-10-03,20:03:45,2023-10-03 20:03:45,48.216.85.81,169.111.69.253,38810,48583,UDP,766,Control,FTP,24.94,DDoS,Known Pattern A,Ignored,Medium,Lavanya Lalla,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; rv:1.9.3.20) Gecko/4320-05-11 02:26:18 Firefox/3.8,Segment C,"Chennai, Tamil Nadu",Firewall
2020-02-03,13:51:13,2020-02-03 13:51:13,183.118.46.104,191.241.88.27,21001,34227,UDP,1495,Data,HTTP,98.86,Intrusion,Known Pattern A,Blocked,High,Piya Suresh,Opera/9.23.(Windows NT 6.0; shs-CA) Presto/2.9.163 Version/11.00,Segment A,"Durg, Bihar",Server
2022-02-19,18:48:24,2022-02-19 18:48:24,21.239.91.240,213.102.48.63,10913,51794,ICMP,349,Data,HTTP,40.0,DDoS,Known Pattern B,Logged,Low,Gokul Yadav,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/12.3g9816.0 Mobile/87H366 Safari/536.1",Segment A,"Nadiad, Gujarat",Server
2020-06-10,04:10:06,2020-06-10 04:10:06,51.155.85.142,18.53.249.184,1961,63111,ICMP,805,Data,DNS,8.13,DDoS,Known Pattern A,Logged,Medium,Armaan Khosla,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1 rv:5.0; mni-IN) AppleWebKit/531.48.7 (KHTML, like Gecko) Version/5.0.3 Safari/531.48.7",Segment C,"Maheshtala, Nagaland",Server
2023-03-06,11:44:06,2023-03-06 11:44:06,4.252.52.250,222.134.247.237,31542,47214,ICMP,380,Control,FTP,26.79,Malware,Known Pattern B,Ignored,Medium,Tejas Bhagat,Mozilla/5.0 (Android 4.1.2; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,Segment B,"Bongaigaon, Nagaland",Server
2020-10-11,05:19:48,2020-10-11 05:19:48,160.229.234.104,87.49.159.130,23219,9463,UDP,360,Control,DNS,10.88,Malware,Known Pattern A,Ignored,Low,Prerak Sawhney,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/38.0.867.0 Safari/534.1",Segment A,"Saharanpur, Arunachal Pradesh",Server
2023-04-01,10:31:37,2023-04-01 10:31:37,207.42.129.49,162.29.176.104,47361,28104,TCP,1124,Control,FTP,55.56,DDoS,Known Pattern A,Blocked,High,Nirvi Kunda,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sid-ET) AppleWebKit/534.39.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.39.1",Segment A,"Erode, Karnataka",Server
2020-10-20,06:40:13,2020-10-20 06:40:13,107.20.209.19,54.151.184.10,64003,31865,ICMP,1178,Control,FTP,24.02,Malware,Known Pattern B,Blocked,Low,Akarsh Agate,Opera/8.39.(X11; Linux x86_64; tr-CY) Presto/2.9.180 Version/12.00,Segment A,"Madanapalle, Sikkim",Firewall
2023-07-06,22:00:54,2023-07-06 22:00:54,103.3.69.120,107.134.85.140,59635,18242,TCP,435,Data,HTTP,70.39,DDoS,Known Pattern B,Logged,Medium,Miraya Contractor,Opera/8.14.(Windows NT 4.0; bg-BG) Presto/2.9.187 Version/12.00,Segment A,"Tiruppur, Bihar",Server
2021-09-22,20:16:00,2021-09-22 20:16:00,116.38.124.29,210.10.10.84,11367,21001,ICMP,515,Data,HTTP,92.99,DDoS,Known Pattern A,Blocked,High,Nirvi Cherian,Opera/9.53.(X11; Linux i686; be-BY) Presto/2.9.174 Version/10.00,Segment B,"Mysore, Odisha",Firewall
2023-03-18,01:07:56,2023-03-18 01:07:56,82.241.224.102,92.41.212.159,40562,54334,UDP,850,Control,FTP,14.22,Intrusion,Known Pattern A,Ignored,Low,Anahi Din,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/18.2a5516.0 Mobile/39L643 Safari/535.0",Segment B,"Kanpur, Andhra Pradesh",Server
2023-09-27,02:08:48,2023-09-27 02:08:48,15.200.115.125,47.214.156.24,60406,45946,TCP,1147,Control,DNS,2.19,DDoS,Known Pattern B,Blocked,Low,Neysa Dutta,Opera/8.38.(Windows NT 6.1; gu-IN) Presto/2.9.189 Version/12.00,Segment C,"Jalna, Nagaland",Server
2020-06-02,10:20:34,2020-06-02 10:20:34,68.38.79.33,222.0.222.45,1851,25454,TCP,1064,Control,DNS,46.09,Intrusion,Known Pattern A,Ignored,Low,Pihu Dada,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; kok-IN) AppleWebKit/534.1.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.1.1",Segment A,"Jamnagar, Maharashtra",Firewall
2023-06-16,11:17:16,2023-06-16 11:17:16,92.218.179.249,164.196.31.39,35242,15087,ICMP,711,Control,FTP,57.41,DDoS,Known Pattern A,Logged,High,Anvi Jayaraman,Mozilla/5.0 (Windows NT 5.1; yi-US; rv:1.9.1.20) Gecko/6464-10-03 23:53:39 Firefox/3.6.14,Segment A,"Hapur, Jharkhand",Server
2023-07-04,00:50:24,2023-07-04 00:50:24,64.220.64.118,63.152.124.111,57952,29039,UDP,1474,Control,FTP,8.9,DDoS,Known Pattern A,Ignored,High,Krish Karpe,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2 rv:6.0; tr-CY) AppleWebKit/533.48.1 (KHTML, like Gecko) Version/4.0.1 Safari/533.48.1",Segment B,"Muzaffarnagar, West Bengal",Server
2020-07-21,00:54:06,2020-07-21 00:54:06,69.100.48.0,118.118.246.200,51220,23405,ICMP,350,Control,HTTP,74.76,DDoS,Known Pattern A,Logged,Medium,Manikya Vyas,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2 rv:3.0; sat-IN) AppleWebKit/535.21.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.21.1",Segment B,"Thane, Arunachal Pradesh",Firewall
2021-02-16,06:12:06,2021-02-16 06:12:06,29.47.159.8,2.60.164.173,38194,58942,UDP,447,Control,FTP,97.93,DDoS,Known Pattern B,Ignored,High,Fateh Dube,Opera/8.26.(Windows NT 5.2; brx-IN) Presto/2.9.181 Version/11.00,Segment B,"Phusro, Uttarakhand",Firewall
2020-03-28,06:52:13,2020-03-28 06:52:13,118.235.202.83,119.49.185.82,3361,23551,TCP,105,Data,FTP,1.21,DDoS,Known Pattern A,Logged,High,Kartik Sundaram,Mozilla/5.0 (Windows NT 6.2; fy-DE; rv:1.9.1.20) Gecko/3715-08-08 17:15:44 Firefox/3.8,Segment A,"Sirsa, Manipur",Firewall
2021-07-15,17:16:40,2021-07-15 17:16:40,220.229.216.2,203.194.101.76,50600,39025,TCP,552,Data,FTP,6.33,Malware,Known Pattern A,Blocked,Low,Lavanya Bhalla,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ve-ZA) AppleWebKit/535.19.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.19.2",Segment C,"Alappuzha, Haryana",Server
2020-07-13,00:00:46,2020-07-13 00:00:46,88.234.106.176,191.13.94.164,55202,5931,ICMP,356,Data,HTTP,58.28,DDoS,Known Pattern B,Ignored,Low,Saira Cherian,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6; rv:1.9.4.20) Gecko/6079-05-16 07:58:04 Firefox/3.8,Segment A,"Bhiwandi, Uttar Pradesh",Server
2021-09-01,12:30:55,2021-09-01 12:30:55,24.115.192.250,158.18.180.147,20180,56881,TCP,646,Data,DNS,98.74,Malware,Known Pattern B,Blocked,Low,Shanaya Garde,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.32.2 (KHTML, like Gecko) Version/5.0.2 Safari/533.32.2",Segment C,"Purnia, Jharkhand",Firewall
2023-05-03,08:01:08,2023-05-03 08:01:08,66.80.220.157,138.174.221.91,47937,65341,TCP,1029,Data,DNS,2.08,DDoS,Known Pattern B,Ignored,Low,Ivan Dar,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; kl-GL) AppleWebKit/535.34.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.34.6",Segment B,"Nashik, Punjab",Server
2022-12-07,13:43:32,2022-12-07 13:43:32,202.237.208.250,218.222.169.204,25293,48375,ICMP,614,Control,DNS,33.35,Intrusion,Known Pattern B,Logged,High,Anya Ramakrishnan,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),Segment C,"Gopalpur, Manipur",Firewall
2023-03-19,10:24:36,2023-03-19 10:24:36,129.252.87.30,87.176.21.15,21728,30800,UDP,742,Data,FTP,72.37,Malware,Known Pattern A,Blocked,High,Myra Karan,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),Segment B,"Karnal, Tamil Nadu",Server
2020-01-23,17:12:28,2020-01-23 17:12:28,92.44.31.97,118.209.95.178,30128,38912,TCP,512,Data,HTTP,48.67,DDoS,Known Pattern A,Ignored,Low,Jivin Bedi,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5 rv:2.0; hsb-DE) AppleWebKit/531.9.4 (KHTML, like Gecko) Version/5.0 Safari/531.9.4",Segment C,"Gangtok, West Bengal",Server
2023-02-14,13:33:06,2023-02-14 13:33:06,56.72.255.136,123.25.79.57,20793,15285,ICMP,322,Data,DNS,22.72,Malware,Known Pattern A,Logged,High,Onkar Issac,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/28.0.804.0 Safari/536.2",Segment B,"Bally, Maharashtra",Firewall
2023-04-20,12:01:08,2023-04-20 12:01:08,86.47.89.107,98.156.148.241,54255,35687,UDP,1376,Data,FTP,47.35,Malware,Known Pattern A,Ignored,Medium,Neysa Bail,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.8.3 (KHTML, like Gecko) Version/4.0.4 Safari/535.8.3",Segment B,"Latur, Meghalaya",Server
2021-08-13,09:22:26,2021-08-13 09:22:26,72.33.231.104,223.66.48.18,53000,27250,UDP,1196,Control,DNS,2.61,Malware,Known Pattern A,Logged,Medium,Zoya Vaidya,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/10.8u4786.0 Mobile/88M176 Safari/532.1",Segment C,"Sasaram, Himachal Pradesh",Server
2020-09-22,18:43:31,2020-09-22 18:43:31,162.168.115.147,199.16.252.130,62449,26104,UDP,1266,Data,HTTP,66.92,DDoS,Known Pattern A,Ignored,Low,Vedika Lalla,Mozilla/5.0 (Android 4.4.2; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,Segment B,"Ranchi, Sikkim",Server
2021-12-11,16:08:06,2021-12-11 16:08:06,96.203.17.172,110.78.0.243,46305,28430,ICMP,865,Data,DNS,58.54,Malware,Known Pattern B,Blocked,Low,Rasha Sarin,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tcy-IN) AppleWebKit/532.9.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.9.3",Segment C,"Khora , Haryana",Firewall
2020-01-11,09:09:09,2020-01-11 09:09:09,14.115.195.9,157.192.83.50,53246,49032,TCP,1334,Control,DNS,43.73,Intrusion,Known Pattern B,Ignored,High,Saksham Sharaf,Opera/9.30.(Windows 98; mhr-RU) Presto/2.9.172 Version/12.00,Segment B,"Kurnool, Uttar Pradesh",Server
